	SYMBOL	adj.P.Val	FC	CHR	CHRLOC	mean.NF	mean.WD
200033_at	DDX5	0.00569459202385148	-1.20839180982683	chr17	62495784	6262.70695683578	5182.67908298157
208916_at	SLC1A5	0.00569810135464251	-1.44625249942608	chr19	47290656	571.687973674389	395.289186294408
201361_at	TMEM109	0.00570199476318625	-1.33194093984642	chr11	60689245	367.62917959395	276.010120716268
213994_s_at	NA	0.00570199476318625	-2.01287811025609	NA	NA	178.221759515196	88.5407609169745
202680_at	GTF2E2	0.00570248804372508	-1.24432919200831	chr8	30436040	156.322229358591	125.627711993393
201503_at	G3BP1	0.00571448237753418	1.32948269772074	chr5	151183946	583.43289131559	775.663934285263
205594_at	ZNF652	0.00571829087904746	1.59626974711062	chr17	47373300	7.12823806829054	11.3785907786145
201938_at	CDK2AP1	0.00573126673318053	1.28880728596972	chr12	123745544	1412.19417309772	1820.04613949233
200952_s_at	CCND2	0.00573126673318053	1.83591978797079	chr12	4410638	5.96313449721876	10.9478366217751
202451_at	GTF2H1	0.00573319024472107	1.35269754971616	chr11	18387329	139.43476464888	188.613064485788
209947_at	UBAP2L	0.00574379867960145	1.2176794706443	chr1	154242675	36.97934316202	45.0289870063021
200978_at	MDH1	0.00574493365422836	-1.48676750873985	chr2	63833995	5328.84801436422	3584.18379675303
200983_x_at	CD59	0.0057500183843693	-1.37659375454064	chr11	33730222	2254.72050524188	1637.89825270147
202832_at	GCC2	0.00575729634462066	1.45143492974163	chr2	109086106	165.422924690626	240.100611075993
219319_at	HIF3A	0.005766864907747	1.95684244393359	chr19	46846026	21.2242637139997	41.5325400767943
206222_at	TNFRSF10C	0.00578010966713833	-1.27435248824567	chr8	22974153	5.94037939642692	4.66148844312669
213228_at	PDE8B	0.00579021574789011	-2.4313923475271	chr5	76722269	272.512124000806	112.080686721734
213475_s_at	ITGAL	0.00581496289944642	1.47483471962827	chr16	30533243	47.1213081889777	69.4961413514083
200688_at	SF3B3	0.00582572087626052	1.2256756044872	chr16	70605575	30.5446678659982	37.437854250518
218888_s_at	NETO2	0.00584396483603494	1.73495658039698	chr16	47115704	5.81515985991235	10.0890498650153
207618_s_at	BCS1L	0.00584934122853315	1.28547367931314	chr2	219525661	135.709362533865	174.450813573647
218145_at	TRIB3	0.00585807860370984	2.11343718990358	chr20	376841	14.106500318001	29.8132023914501
203935_at	ACVR1	0.00587036940055109	-1.36034229979596	chr2	158592960	303.152989504914	222.850520453848
204510_at	CDC7	0.00587036940055109	1.39217993439692	chr1	91990279	4.79604978612743	6.67696427661524
213298_at	NFIC	0.00587426606474995	-1.39952323010627	chr19	3462962	119.519016368419	85.3998088758727
218086_at	NPDC1	0.00589300892351437	-1.49458011159742	chr9	139933921	317.664238303847	212.544135867247
209586_s_at	PRUNE	0.00590581852839905	1.3408954695773	chr1	151006281	282.326932586152	378.570904844426
205574_x_at	BMP1	0.00590714778859317	1.63600528065989	chr8	22058630	66.419293391056	108.662314725466
205423_at	AP1B1	0.00591113376730337	1.26514576342451	chr22	29723846	203.474426741252	257.424808956926
204369_at	PIK3CA	0.00591521483687425	-1.39629572611547	chr3	178916604	185.549716039704	132.887118802481
204076_at	ENTPD4	0.00592640211122561	1.37854463490012	chr8	23286674	299.65369331057	413.085991241292
203182_s_at	SRPK2	0.00594903303586901	1.38810302753589	chr7	104757064	179.699239098347	249.441057838309
207108_s_at	NIPBL	0.00595136801243526	-1.25381363576929	chr5	36984777	19.5874902433439	15.622329893809
219675_s_at	UXS1	0.00595136801243526	1.35883826257722	chr2	106754630	62.162497038155	84.4687794727881
200776_s_at	BZW1	0.00596703217804987	-1.46669813216803	chr2	201687896	577.984058758242	394.071585748789
200694_s_at	DDX24	0.00596703217804987	-1.22996601730528	chr14	94545370	790.70745052072	642.869347116657
206003_at	CEP135	0.00596703217804987	1.17986986774923	chr4	56897525	16.551560461207	19.5286874524076
214658_at	TMED7	0.00597891438388517	1.52377081523355	chr5	114949199	74.0042761912749	112.765556262747
202446_s_at	PLSCR1	0.00599472711686364	-1.46348537195817	chr3	146232966	1381.19354536377	943.76996984651
220483_s_at	RNF19A	0.00599867816199776	1.22902236627069	chr8	101299728	83.9677026596215	103.198184613042
218352_at	RCBTB1	0.00599867816199776	1.76173441585703	chr13	50106089	32.7809106275814	57.7512584357436
211339_s_at	ITK	0.00600132651896285	2.0346845456194	chr5	156679616	11.3899950451858	23.1750468931211
206243_at	TIMP4	0.00601327797297833	-3.18124781345068	chr3	12194822	2494.25534711729	784.049370995648
211072_x_at	TUBA1B	0.00601616759275355	1.24873528718705	chr12	49521564	6792.10946674358	8481.54676555991
213661_at	PAMR1	0.00601740071257481	-2.36747676130353	chr11	35453797	150.612523636473	63.617318699063
221798_x_at	RPS2	0.00604512637799701	1.12131336157875	chr16	2012058	10774.8702422097	12082.005971867
204299_at	SRSF10	0.00606690336400235	1.40555933290635	chr1	24295572	30.4880172030035	42.8527171214908
215214_at	NA	0.00608474323236856	2.80398678846726	NA	NA	5.78039455519717	16.208149964901
213030_s_at	PLXNA2	0.00609057894937128	-1.67697739596946	chr1	208390079	204.05694329549	121.681391643043
214902_x_at	NA	0.00609057894937128	1.32459016247605	NA	NA	422.758150432113	559.981287168946
220547_s_at	FAM35A	0.00609057894937128	1.260237926679	chr10	88911106	713.246096627495	898.859782025728
47608_at	TJAP1	0.00609753464063479	1.19080954975672	chr6	43473749	45.7239775470893	54.4485491159357
201689_s_at	TPD52	0.00611055556994969	1.92128214667115	chr8	80947747	5.50047479960173	10.5679640306893
217870_s_at	CMPK1	0.00612148523829131	-1.24027091079757	chr1	47843132	1077.65301649291	868.885182350934
91816_f_at	MEX3D	0.00612309316291697	1.73420837939906	chr19	1554670	7.71247390127345	13.375036865485
213915_at	NKG7	0.00612310277997472	1.6915396558384	chr19	51875632	31.5223661404796	53.3213323724789
212593_s_at	PDCD4;BBIP1	0.00612724947352337	1.2665002559327	chr10	112657917	1688.13787943537	2138.02705635457
212500_at	ADO	0.00613451754544783	1.23569971257084	chr10	64565603	81.9246945101798	101.234321458683
218647_s_at	YRDC	0.0061365902591529	-1.31680577862875	chr1	38268616	85.9249627487478	65.2525711409203
214180_at	MAN1C1	0.00613750622469787	1.44891606994967	chr1	26111715	32.0844314580221	46.4876483347269
206263_at	FMO4	0.00616233014943933	1.47152825692957	chr1	171310551	28.9490442681934	42.5993366517518
209377_s_at	HMGN3	0.00616668541770892	1.24387964122487	chr6	79910965	1412.68147140828	1757.20572182035
218456_at	CAPRIN2	0.00616668541770892	1.38477974030133	chr12	30862486	127.179857284726	176.116089742302
208470_s_at	HPR	0.00617455370685163	-3.19629916639687	chr16	72110201	213.497989652801	66.7953713148425
200765_x_at	CTNNA1	0.00621687384801573	-1.24857545723136	chr5	138269490	1729.70185834406	1385.34026784377
214077_x_at	CTD-3157E16.1	0.00621969146163065	-1.39264564260451	chr17	15691194	363.290564117129	260.863605933314
208459_s_at	XPO7	0.00624760132814721	-1.33753212925836	chr8	21856601	46.6282038261023	34.8613710326024
219895_at	TMEM255A	0.00625047065518517	-1.66759201469313	chrX	119392505	8.71899961189706	5.22849685958801
212855_at	DCUN1D4	0.00626418772926329	-1.34059641915629	chr4	52780989	227.299844547601	169.551284263948
203491_s_at	CEP57	0.0062676468309532	1.42446469742189	chr11	95564189	39.1179427711485	55.7221285132707
209860_s_at	ANXA7	0.00628137555517378	-1.25656040085718	chr10	75135540	1244.98323998623	990.786626044352
202596_at	ENSA	0.00628137555517378	1.23322184004364	chr1	150594600	1558.90550856326	1922.47631972454
212920_at	REST	0.00628137555517378	1.57018601683094	chr4	57801176	30.0216641052815	47.1395971801085
216908_x_at	NA	0.00630685985852427	1.5656512591544	NA	NA	40.4170635040529	63.279026366444
212923_s_at	PXDC1	0.00631045257646419	-1.40265298074311	chr6	3722852	1131.02686928226	806.348316233609
220942_x_at	FAM162A	0.00631053800216071	-1.28182277626701	chr3	122128652	1031.95943818504	805.071853373029
218849_s_at	PPP1R13L	0.00632394270479395	-1.36509569765658	chr19	45882895	6.95262135814329	5.09313842983951
204467_s_at	SNCA	0.00633453902340895	-1.13199165225963	chr4	90646704	6.28892152662071	5.55562535648299
209192_x_at	KAT5;RNASEH2C	0.00634534024838819	-1.17959990086995	chr11	65486517	195.281680245412	165.549081600798
203189_s_at	NDUFS8	0.00634588135858561	-1.47240133371309	chr11	67803928	274.074170768496	186.140941666588
207224_s_at	SIGLEC7	0.00634588135858561	1.72379681704533	chr19	51645582	6.82334808667685	11.7620657134059
201317_s_at	PSMA2	0.00635905449064449	-1.16807862462452	chr7	42957011	1025.83772418126	878.226604404322
212462_at	KAT6B	0.00635981003889546	1.30491163566779	chr10	76790076	219.201447895158	286.038519913617
219257_s_at	SPHK1	0.00639921965899655	-2.13319227026175	chr17	74382886	17.2286425391278	8.0764602325386
205668_at	LY75	0.00640858325085972	2.07460721210346	chr2	160660807	7.87513224858458	16.3378061591821
212917_x_at	PYROXD1;RECQL	0.00641149586887357	1.67821694232755	chr12	21621843	185.920071315808	312.014213600935
213657_s_at	NA	0.00642446152142627	-1.32223269939209	NA	NA	13.040214756218	9.86226914688573
222101_s_at	DCHS1	0.00642446152142627	1.61066988843986	chr11	6642560	155.121255006663	249.849134496233
212005_at	SZRD1	0.00642695505972207	-1.29404017356796	chr1	16721532	115.418352262659	89.1922481389622
202858_at	U2AF1	0.00643746373898335	-1.2330773515796	chr21	44513133	909.475017261949	737.565259873509
204464_s_at	EDNRA	0.00643746373898335	1.85385988250387	chr4	148465308	124.950391778323	231.640518620973
213332_at	PAPPA2	0.00643938134884146	1.93213929784739	chr1	176813315	4.87726472672661	9.42355484451339
200950_at	ARPC1A	0.00644552159733561	-1.29954238884789	chr7	98941915	745.756334158016	573.860722480292
201954_at	ARPC1B	0.00647150028894112	1.42783263628361	chr7	98992073	829.937597016526	1185.01198709898
210646_x_at	RPL13A	0.00653736204121215	1.10200541086528	chr19	49994681	31082.0436930558	34252.5803304984
203391_at	FKBP2	0.00654035223456449	1.36026993037536	chr11	64010670	273.852334301078	372.513095712858
217942_at	MRPS35	0.00654326176388606	1.34553093354761	chr12	27908470	226.623016916156	304.928279514572
200760_s_at	ARL6IP5	0.0065476329451973	-1.31012373652345	chr3	69154523	1964.06932572585	1499.14795906051
201505_at	LAMB1	0.00656407842468674	1.57819201150083	chr7	107580433	882.523366279649	1392.79132662536
217858_s_at	ARMCX3	0.00660551871299156	1.30110288941147	chrX	100879823	342.753504180936	445.957574645722
205370_x_at	DBT	0.00660851113605297	1.30801980949104	chr1	100660061	1263.68163695505	1652.92061402728
203313_s_at	TGIF1	0.00661187682807701	-1.46663650218795	chr18	3457362	243.987610389066	166.358610347609
212266_s_at	SRSF5	0.00661369139115453	-1.28719200701255	chr14	70235898	2667.70222336238	2072.49750528973
221191_at	NA	0.00661745343925718	1.63244661397353	NA	NA	16.4540078263894	26.8602893624833
219095_at	JMJD7-PLA2G4B;PLA2G4B	0.00662334472027849	1.34506668530314	chr15	42139846	28.3624326439463	38.1493632635265
209515_s_at	RAB27A	0.00662334472027849	-1.55041169707372	chr15	55496119	89.3924963852461	57.6572639086554
219696_at	NA	0.00663704920070715	1.54392797011051	NA	NA	23.1414789808022	35.7287766681851
220553_s_at	PRPF39	0.00666000322562034	1.46461842839446	chr14	45583696	37.3319948344583	54.6771276032745
213523_at	CCNE1	0.00666290289500882	1.21788990047509	chr19	30314561	5.51999820976898	6.72275007031819
219195_at	PPARGC1A	0.00666290289500882	1.73851689363769	chr4	23794773	7.55679375803868	13.1376136100861
210527_x_at	TUBA3C	0.00667266359724648	1.12690497864777	chr13	19747991	58.1726146677622	65.5550090900592
218042_at	COPS4	0.00667321777325561	1.16116964108169	chr4	83996449	456.592050360052	530.180827237332
218764_at	PRKCH	0.00667321777325561	-1.43903506914221	chr14	62016673	429.016059613966	298.127591754727
218712_at	C1orf109	0.00667626576421021	1.16009942943742	chr1	38147241	8.12278061814798	9.42323316055885
201825_s_at	SCCPDH	0.00667688693559053	-1.51057296511784	chr1	246930496	111.88472013918	74.0677363641622
202372_at	RAB3GAP2	0.00668950108468825	1.15834218615093	chr1	220322217	183.710457981806	212.799573517433
222065_s_at	FLII	0.00672482632730633	-1.18734443731209	chr17	18148868	560.551835861424	472.105497146556
213746_s_at	FLNA	0.0067509823202741	-1.50316042168987	chrX	153579276	1079.500839366	718.154113020363
221745_at	DCAF7	0.0067509823202741	1.34018479287354	chr17	61667224	22.8745740350519	30.6561562652364
211798_x_at	NA	0.00676079436089488	2.53345447614339	NA	NA	5.34305631692308	13.536389942395
207513_s_at	ZNF189	0.00676497633554656	1.41854444940003	chr9	104170210	273.924532113277	388.574124583789
219077_s_at	WWOX	0.00676497633554656	-1.51427372308994	chr16	79245504	177.059847948476	116.927240596355
216863_s_at	MORC2	0.00679926826221766	1.20281491989001	chr22	31330767	30.8708823211872	37.1319578460927
216331_at	METTL7B;ITGA7	0.00680241490308004	-2.03012962169096	chr12	56078355	2345.59737756054	1155.39291309232
218148_at	CENPT	0.00680714451097842	1.58667078951802	chr16	67863667	15.8570778766686	25.1599622740225
221654_s_at	USP3	0.00680730058021437	-1.29315037532379	chr15	63882945	249.857484946345	193.216109830834
214988_s_at	SON	0.00680872818620329	1.23460859454476	chr21	34923673	1063.97858692042	1313.59710782354
212594_at	PDCD4;BBIP1	0.00681465574300654	1.51954187794356	chr10	112657917	64.017814346538	97.2777498339807
221529_s_at	PLVAP	0.00681516897982731	-2.11698289684513	chr19	17462264	626.671505202718	296.02105247833
205094_at	PEX12	0.00681902674103357	1.48471425848946	chr17	33901921	22.689033634593	33.6867317486271
212692_s_at	LRBA	0.00682129388394148	1.27363240111602	chr4	151773036	111.179780595877	141.602170915879
207737_at	NA	0.00682129388394148	-1.19723772159723	NA	NA	5.84219669703212	4.87972989126844
210077_s_at	SRSF5	0.00682129388394148	-1.37721421365645	chr14	70235514	41.3822196140868	30.0477726730823
213208_at	GLTSCR1L	0.00683683880539675	-1.27385181963937	chr6	42834323	95.3422381225761	74.8456269816121
208692_at	RPS3	0.00684481416657467	1.21532826603909	chr11	75115715	8288.87782279949	10073.7075117928
219382_at	SERTAD3	0.00684481416657467	-1.45637530474557	chr19	40946750	181.262407665675	124.461330177073
200809_x_at	RPL12	0.00684725945556488	1.16078893902826	chr9	130210155	11755.1318279138	13645.2270026614
44696_at	TBC1D13	0.00684725945556488	-1.17558639260968	chr9	131571760	25.3791084142407	21.5884673162147
32099_at	SAFB2	0.00684725945556488	1.25764080494007	chr19	5611130	214.419957996562	269.663288570011
200092_s_at	RPL37	0.00684725945556488	1.16063000604839	chr5	40834572	19157.4916434846	22234.7596420494
211542_x_at	NA	0.00686470362551582	1.12188208853793	NA	NA	18135.6815973111	20346.0963474503
211300_s_at	TP53	0.00687925990337179	1.34315785104447	chr17	7572563	13.1257383956559	17.629938576881
209154_at	TAX1BP3	0.00688126527062814	1.33203381626008	chr17	3566188	1280.39080353608	1705.52384833848
202667_s_at	SLC39A7	0.00688201460127426	1.45567265622968	chr6	33168696	12.4603135127223	18.1381376685189
218560_s_at	JMJD4	0.00691871917909816	1.22581938557042	chr1	227918934	8.6064696601872	10.5499773507812
219487_at	BBS10	0.00698730125705484	1.70874957875543	chr12	76738929	34.8126826272476	59.4861567746559
212681_at	EPB41L3	0.00698998832459324	1.61337932150781	chr18	5392384	125.827561740917	203.007586188543
207153_s_at	GLMN	0.00698998832459324	1.19454846149937	chr1	92754470	21.6928515325953	25.9131624237959
209729_at	GAS2L1	0.00699931473427085	-1.66841128342809	chr22	29707639	114.513357296797	68.6361680925019
220397_at	MDM1	0.00699931473427085	2.28914152592743	chr12	68718900	4.88490178776045	11.1822315324395
209203_s_at	BICD2	0.00703181525166021	-1.1999854475791	chr9	95474959	9.95532784251995	8.29620714368183
212241_at	GCOM1;POLR2M	0.00703464734855499	-1.21189906890945	chr15	58006733	48.799894962325	40.2672930562099
203656_at	FIG4	0.0070598228999349	1.42943597224023	chr6	110146290	64.180587418423	91.7420403754026
213034_at	SIK3	0.00706295294877456	-1.33226518577831	chr11	116714117	190.189955198662	142.756830418527
209354_at	TNFRSF14	0.00706400571031572	1.24327688849481	chr1	2494586	31.3609751947593	38.9903756603033
209481_at	SNRK	0.00706400571031572	-1.26554399499052	chr3	43388830	1126.2948440222	889.968937058278
219178_at	QTRTD1	0.00708519283411101	1.18913206953252	chr3	113804519	7.43100654201381	8.83644818801457
204784_s_at	MLF1	0.00708657041617959	-2.00683705947668	chr3	158322885	153.748993327292	76.6125942319327
221600_s_at	AAMDC	0.00708660321729696	-1.31202102731132	chr11	77583220	235.716662198798	179.659210707807
214258_x_at	KAT5;RNASEH2C	0.00708660321729696	-1.20730110446318	chr11	65486517	182.076509374498	150.812840890639
218852_at	PPP2R3C;KIAA0391	0.00708747908860114	-1.33870705515441	chr14	35591107	222.37388497343	166.110938249878
208934_s_at	LGALS8	0.00709450140008242	-1.40157051031015	chr1	236711311	130.516356251014	93.1215056901647
204451_at	FZD1	0.0070967880172994	1.69781711766218	chr7	90893782	53.4438280675198	90.7378461264296
213223_at	RPL28	0.00709770628229449	-1.23529805025095	chr19	55901316	8.28402714747874	6.70609586552481
213993_at	NA	0.00710158793452302	-1.9678027572663	NA	NA	154.325156470562	78.425114458602
208900_s_at	TOP1	0.00710158793452302	-1.60225460051641	chr20	39751834	254.580966720848	158.889209392062
209292_at	ID4	0.007118888853425	-2.57051907654601	chr6	19839440	141.912987229682	55.2079105440331
217796_s_at	NPLOC4	0.00712314513203569	-1.31450001613944	chr17	79523912	387.111360369654	294.493233637656
203729_at	EMP3	0.00712314513203569	1.47675613307308	chr19	48833557	469.542529732085	693.3998105205
209102_s_at	HBP1;COG5	0.00712317051291572	-1.28695083589964	chr7	106841858	567.300493641146	440.809763524939
212271_at	MAPK1	0.0071370846250842	1.29657592590639	chr22	22116323	141.309211161331	183.218121300604
212505_s_at	MAU2	0.00715405615278732	1.31813947831168	chr19	19466516	13.0840742166869	17.246634762175
