	SYMBOL	FDR	FC	avg.Control	avg.MDM2_KD_380	NAME
ZRF7LVJx6op4pKIOuw	PDCD7	0.874644737796943	-1.06	7140.14	6754.36	programmed cell death 7
BQToMiovEqkKEuuLKY	NA	0.874644737796943	-1.05	82.45	78.7	NA
ZOK6ev.Tp_HPVGiSk0	NA	0.874644737796943	-1.05	89.65	85.28	NA
Zgxl_ePJRFSkPwzU60	PAXBP1	0.874704301995727	-1.05	173.95	165.01	PAX3 and PAX7 binding protein 1
fz5JTU36qdNTRFavnI	NA	0.874704301995727	-1.06	95.09	90.05	NA
cTSUfu4IjlU4VSOXdU	PATE1	0.874704301995727	1.05	83.37	87.58	prostate and testis expressed 1
u6rfrOtVnRdfUi14us	FAM109A	0.874704301995727	1.05	346.23	363.55	family with sequence similarity 109, member A
TlIohSKfq.44DWkEkk	STX8	0.874704301995727	1.05	192.88	202.74	syntaxin 8
BlTOBd3lclioQHt_CU	RNF19B	0.874704301995727	1.06	137.65	145.62	ring finger protein 19B
BTrREwL5LygKjqSoAE	ZBTB44	0.874704301995727	-1.05	91.13	86.87	zinc finger and BTB domain containing 44
0iS9nXV4wi_1QKtnwo	S100A10	0.874852505882678	1.06	7679.99	8158.07	S100 calcium binding protein A10
Q5J1KC1WQ7dG_3_FLo	HPS4	0.874852505882678	1.05	97.7	102.46	Hermansky-Pudlak syndrome 4
3JE9cF59cOqOfZSUrU	BEST1	0.874852505882678	-1.05	81.48	77.47	bestrophin 1
igEjrTIPr0uvuLkkFQ	NA	0.874852505882678	-1.04	121.09	115.97	NA
HlSI1AiV.iRRkII9Nk	NA	0.874852505882678	-1.05	3740	3568.29	NA
0Uu3XrB6Bd14qoNeuc	ZFP36	0.87489187254356	1.12	215.71	242.66	ZFP36 ring finger protein
E32kOam4fpqO2u.u.k	LOC100128239	0.87489187254356	1.05	72.99	76.56	uncharacterized LOC100128239
iUjpOvnc_hxbijruFU	TPT1	0.87489187254356	1.05	9562.08	10068.55	tumor protein, translationally-controlled 1
EriFFI_dKgdSglSDgY	NA	0.874934717311884	-1.04	196.26	188.11	NA
W30m030LGK1SWLimeQ	PANK4	0.874973456851119	-1.05	103.37	98.67	pantothenate kinase 4
9sVETSRxRCBQR4l2gk	SNRNP200	0.874973456851119	-1.05	104.76	99.88	small nuclear ribonucleoprotein 200kDa (U5)
Br8jnoi_CK7CCI25XQ	HACD2	0.874996041561367	-1.06	525.09	495.71	3-hydroxyacyl-CoA dehydratase 2
fu7.Lty3kiJ7uPDAbo	ALDH5A1	0.874996041561367	-1.06	83.83	79.35	aldehyde dehydrogenase 5 family, member A1
iRH.58Sq4Puy64Idp8	HPSE	0.874996041561367	1.06	102.03	108.22	heparanase
3CgrUJKV8qFHg5VjVA	SNX21	0.875087953702531	-1.05	82.49	78.31	sorting nexin family member 21
0RfOrP65zE.lgOX6zQ	NA	0.875197167312646	-1.05	233.88	221.84	NA
TpHklApjH1Ivcsp5zo	CCDC80	0.875319536188742	-1.06	73.14	69.25	coiled-coil domain containing 80
0G6eAm46IK4W7inU2k	NA	0.875319536188742	1.06	113.87	120.78	NA
oCG6J6CEuEeONeleTI	NA	0.875319536188742	-1.05	101.14	96.72	NA
rpOaifenfvWQKlHLJI	PKP1	0.875341414939861	1.05	85.93	90.55	plakophilin 1
E0O7Od7VTX0dddCdEU	CLSTN2	0.87535835729268	1.06	52.16	55.29	calsyntenin 2
HXqBPB5dEG.uXS8Vsg	SNORA59A	0.875638428204646	1.05	85.51	89.98	small nucleolar RNA, H/ACA box 59A
KkSGXUqpJHQmTfKDhI	CLUL1	0.875638428204646	1.06	86.6	91.51	clusterin-like 1 (retinal)
lJaLrp0Rey1ScfoIeI	NA	0.875638428204646	1.05	311.71	328.04	NA
BTTooXoRA5IQknifYo	S100A9	0.875638428204646	-1.05	73.05	69.38	S100 calcium binding protein A9
ZriSHwVdbl0n.1USEU	LSM11	0.875638428204646	-1.05	102.5	97.53	LSM11, U7 small nuclear RNA associated
9g9CEuEk8bRV6oSK0k	ARRDC2	0.875728452040642	1.06	66.44	70.22	arrestin domain containing 2
Q3CQUWJX_F91PsVUI0	CACNG6	0.875767062275492	-1.05	74.9	71.53	calcium channel, voltage-dependent, gamma subunit 6
iJUrcDsOvr8_9zBVJU	PJA2	0.875767062275492	1.06	804.1	848.41	praja ring finger 2, E3 ubiquitin protein ligase
fgkrAqKpCVUB57qhP8	CLIP1	0.875767062275492	-1.05	100.28	95.47	CAP-GLY domain containing linker protein 1
Q0TMrIAp3iKpauK6dE	NA	0.875767062275492	1.06	70.02	74.07	NA
oLV23fuHSSKS6Ub0qI	FADS2	0.875767062275492	1.05	91.06	95.46	fatty acid desaturase 2
KqzVyjpfSJXQHxCRes	ARID2	0.87578511730658	-1.06	124.12	117.26	AT rich interactive domain 2 (ARID, RFX-like)
3l3lDoD0gssAdeehIY	POTEH	0.87578511730658	-1.05	94.43	90.04	POTE ankyrin domain family, member H
To1KZJIELV4.7RfX8U	MSH3	0.87578511730658	1.06	133.89	141.74	mutS homolog 3
ox.n9edeNdPlSuGlqk	CD82	0.875903008335152	-1.06	133.92	126.85	CD82 molecule
3vz1xHcUf15Q_45e5Q	NA	0.876125573847027	1.05	127.98	134.75	NA
QkOITfQuk.6S6U0kqo	TMEM207	0.876207387840768	-1.06	83.22	78.37	transmembrane protein 207
ZUKvmhzpXAnTUQovXY	UBE2DNL	0.876207387840768	-1.05	92.24	87.9	ubiquitin-conjugating enzyme E2D N-terminal like (pseudogene)
r6IIo4KKKiBLy906Dw	NA	0.876266545729014	-1.05	80.16	76.55	NA
BiJI_e9VkOODqRr_lg	DYNC1I2	0.876313230694543	1.05	565.07	591.82	dynein, cytoplasmic 1, intermediate chain 2
64Va9Z4jSCkEneL1Ko	AATK	0.876356557086201	1.05	102.76	108.02	apoptosis-associated tyrosine kinase
6VfgsqoV4P5U1F6tH8	DHX34	0.876356557086201	-1.05	151.08	143.54	DEAH (Asp-Glu-Ala-His) box polypeptide 34
iKh.vylCgomgsqQdrU	BCL2L2	0.876524655668342	1.05	253.65	266.22	BCL2-like 2
3hFrm5gGihf7BlG7_c	NA	0.877029768280902	1.06	162.79	172.62	NA
BRK4e4BI5V635.TR3I	MGEA5	0.877091853241276	-1.05	494.31	469.15	meningioma expressed antigen 5 (hyaluronidase)
6cukjuB4QouCZUVJo4	SNX24	0.877091853241276	-1.05	109.22	104.16	sorting nexin 24
uVdPk34cPn1B1qp9So	SYTL2	0.877184111929304	1.05	84.77	89.13	synaptotagmin-like 2
iJeTpQVCOUg683ERX0	OMA1	0.877184111929304	1.06	168.4	178.25	OMA1 zinc metallopeptidase
621XukIyO6_pTbq9Xg	KIF16B	0.877184111929304	-1.05	81.45	77.66	kinesin family member 16B
EkiF5PEiQJ6iBYodFU	NR2C2AP	0.877184111929304	-1.07	183.59	172.13	nuclear receptor 2C2-associated protein
xqkk_0h.Wr4VnvqLX8	NA	0.877184111929304	1.05	107.66	112.92	NA
i2QZ7qb1KK626YF6Sc	SERTAD3	0.877184111929304	-1.05	109.87	104.55	SERTA domain containing 3
9ToqQInSQKkJQgnggk	CARS	0.877367747208147	-1.05	75.88	72.3	cysteinyl-tRNA synthetase
Q7qu6noJHp1esqEMCs	TSSC4	0.877481481231932	1.05	249.32	263	tumor suppressing subtransferable candidate 4
lvSSHBnjiQzwt.Z1zc	SNORD80	0.877517405198388	-1.05	116.84	111.28	small nucleolar RNA, C/D box 80
0rknXSadSdM54Sd9Es	FES	0.877517405198388	1.05	89.46	93.75	FES proto-oncogene, tyrosine kinase
izRD5RU2r.q7u.0ybo	NSMAF	0.877517405198388	-1.06	484.5	458.32	neutral sphingomyelinase (N-SMase) activation associated factor
xkuLp7.eUTogE63kuI	ZNF84	0.877530099432447	-1.07	117.99	110.48	zinc finger protein 84
K9eVxdccEfXlU.oVsU	TRIOBP	0.877530099432447	-1.07	757.55	708.87	TRIO and F-actin binding protein
oSJKOibpe6CgLo3oqM	NA	0.877530099432447	1.05	64.9	68.2	NA
TlAiArF6vQcC5SXnUU	NA	0.877530099432447	1.05	5668.52	5950.68	NA
ceAdX7vX3uCCV73b5U	HOXA5	0.877530099432447	1.11	161.37	178.69	homeobox A5
Tfe_XUhdrlRJfijX1A	BCAS4	0.877530099432447	1.04	127.15	132.83	breast carcinoma amplified sequence 4
oe5.ueJNeqBW0uufeg	ABCA9	0.877530099432447	1.05	91.56	96.33	ATP-binding cassette, sub-family A (ABC1), member 9
9SEKkN_s.A3iTpL3FM	SEC24A	0.877530099432447	1.05	145.48	152.91	SEC24 homolog A, COPII coat complex component
r5zV11TXsVVP3ql00c	FXR2	0.877530099432447	1.05	204.9	215.83	fragile X mental retardation, autosomal homolog 2
QFrlQN6euhIJF6Ivog	LYRM4	0.877530099432447	1.05	141.97	148.98	LYR motif containing 4
9uRygqe72kJ7PXX1fI	NA	0.87753080702748	1.05	82.41	86.87	NA
uou6M4tOgd6pzPnlKU	NA	0.87753080702748	1.05	88.08	92.61	NA
ER7IIoOClAQ8AmimqI	HHLA3	0.877567314537823	1.05	82.27	86.62	HERV-H LTR-associating 3
Wrh66ogo4qD0qj54lQ	NA	0.877567314537823	-1.05	95.87	91.11	NA
6ep6Huo3jxIa4TBEoI	N6AMT2	0.877593973497076	1.06	227.38	240.03	N-6 adenine-specific DNA methyltransferase 2 (putative)
TkruZKUJLqnoRCtrpU	NA	0.877593973497076	-1.05	7653.32	7279.25	NA
E8VInFOJCaBSs2xuaU	KIAA1143	0.877593973497076	-1.05	139.08	131.9	KIAA1143
fgQrpK6olfxX3rgvAU	C11orf54	0.87759786098951	-1.05	95.48	91.36	chromosome 11 open reading frame 54
fbh9J9GPthWuH1UueA	MILR1	0.87759786098951	-1.05	107.02	102.18	mast cell immunoglobulin-like receptor 1
iSunS9eCmnihzqtNCE	TAGLN	0.87774686962998	1.2	301	362.19	transgelin
lEo1VIhVP5d0EdIX0E	SF3A3	0.877830441733681	-1.05	640.82	612.37	splicing factor 3a, subunit 3, 60kDa
rntLQ5W5WT7p4IvXwg	ARPC4	0.877839409823784	-1.06	456.56	432.61	actin related protein 2/3 complex, subunit 4, 20kDa
0cKL9ey17Di_ldLTVY	HIST2H2BF	0.877949546204345	1.04	90.37	94.4	histone cluster 2, H2bf
ZrieI0RR7PUl6uHiHc	FAM213A	0.877949546204345	1.06	918.75	974.54	family with sequence similarity 213, member A
ldCXf7o4dcDMH31HJ0	SKA2	0.878090545796913	-1.05	411.11	392.53	spindle and kinetochore associated complex subunit 2
rkpUmOVn0dlnHix_g0	SAFB	0.87809500383842	-1.05	247.12	234.84	scaffold attachment factor B
fpj49LlRDsBKvrL7x0	GNAI3	0.878145773692938	-1.05	179.05	170.88	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3
ikBlJSufPKW51AtNt4	NA	0.878145773692938	1.05	6050.41	6351.3	NA
9Ft9dQVdzsuWd_qE6s	CRYAA	0.878145773692938	-1.05	83.13	79.41	crystallin, alpha A
3vO_ke70Rk61URVSvo	CLASP1	0.878182473209251	-1.05	202.68	193.16	cytoplasmic linker associated protein 1
EygpN6oebvqeLiTd6c	HAGHL	0.878182473209251	1.05	102.85	107.9	hydroxyacylglutathione hydrolase-like
6B6hRUz9LKF6sqPoLE	ST13P7	0.878182473209251	-1.05	243.66	232.05	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 7
xNFeljh4lWKlQRI06M	ZNF335	0.878375446364805	1.05	91.44	96.1	zinc finger protein 335
fui6qfUrpX1aRE9T_8	SMARCB1	0.878467465577284	1.06	495.12	522.88	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1
HnjqJFdVIrQQ1PbwdI	C11orf71	0.878467465577284	-1.05	92.98	88.36	chromosome 11 open reading frame 71
NrAu5T7ISeu7uUrJLk	NA	0.878497140463002	1.05	91.69	95.97	NA
uOd.yBqAadI157pGqU	BRPF3	0.878635826036151	-1.05	250.49	239.16	bromodomain and PHD finger containing, 3
ElFofBQiGwIog6BDqo	THOC2	0.878758131936165	-1.05	117	111.82	THO complex 2
3N94v_k.6An43hnX.c	NA	0.878793418602334	1.04	91.51	95.45	NA
l4pUCR_fE13jJ79A7k	NOV	0.878836193982601	1.09	138	150.65	nephroblastoma overexpressed
cvie6Gat3veSjqrAHg	NA	0.878836193982601	1.05	160.16	168.21	NA
Q_.EWO1eDNJeycOh_o	PLIN3	0.878858780098398	1.08	3836.01	4126.49	perilipin 3
QtUC.HQhxUoF35WI14	APP	0.878893774705944	-1.05	99.75	95.34	amyloid beta (A4) precursor protein
ZZeqdeed69UrlI7lNY	NA	0.878893774705944	-1.04	93.32	89.38	NA
xpQlJAmoleADyqoDqI	SLC5A10	0.878893774705944	1.05	78.86	83.09	solute carrier family 5 (sodium/sugar cotransporter), member 10
xfqXIWbjAHq_KjnoFI	TBX2	0.878893774705944	1.09	212.2	231.39	T-box 2
09NJWUI6Y5CaUIqYE8	SF3B6	0.878893774705944	1.05	1128.03	1181.39	splicing factor 3b, subunit 6, 14kDa
NhKvV0ectJ9.6AehKU	WDR48	0.878949735725765	-1.04	184.93	177.49	WD repeat domain 48
0d6LivX6v4N_leRNWw	NA	0.878949735725765	-1.04	91.89	88.25	NA
0qX.h4ukgoB50oIgEo	VAPB	0.878949735725765	1.05	81.98	85.89	VAMP (vesicle-associated membrane protein)-associated protein B and C
TD1XT.krsEjBSIJ7uE	OTOGL	0.878949735725765	1.04	95.28	99.48	otogelin-like
xiRTBfI6q7XrE7kgOo	FABP4	0.879106732341473	-1.07	67.41	63.25	fatty acid binding protein 4, adipocyte
oXHQlF1b8nj2k32K1Q	NA	0.879134053372898	-1.05	87.11	82.58	NA
Be4.iK4vPwilL.ShOo	KATNBL1	0.879134053372898	-1.05	93.9	89.01	katanin p80 subunit B-like 1
Qk_6e0DU7tVXut7u4Q	SLC25A1	0.879134053372898	1.07	412.36	442.47	solute carrier family 25 (mitochondrial carrier; citrate transporter), member 1
uIrfrUququK6rcX_AQ	NA	0.879183878849607	-1.05	165.97	158.36	NA
ZjVUcz_OoFS4lKpS.4	MPPE1	0.879471736937647	1.05	81.15	85.07	metallophosphoesterase 1
9131UeadVLaZ_ZogdI	PIGP	0.879724260782121	1.04	99.51	103.96	phosphatidylinositol glycan anchor biosynthesis, class P
HqWpnv0nZ91VRdd3XQ	MIR1224	0.879897253751412	1.05	87.46	91.99	microRNA 1224
u7qWpDUhJKTCkUvFeQ	IL4R	0.88008157311328	1.05	130.43	136.94	interleukin 4 receptor
3OCaXqV7h11Kj1E1Ss	NA	0.88008157311328	-1.05	92.26	87.58	NA
cZDkW6AlEqF3lfgJKs	NA	0.880138635205221	-1.05	79.52	75.9	NA
uiik_0fVFKOSh_q_K4	EGLN2	0.880162665310151	-1.04	170.91	163.78	egl-9 family hypoxia-inducible factor 2
05t71Cq.V.UdNoj0io	APLP1	0.880162665310151	-1.07	66.3	61.95	amyloid beta (A4) precursor-like protein 1
QKmfRR6nfXVIVMFft8	NA	0.880162665310151	1.05	100.02	104.8	NA
9YTsaEhsMfn3iXVLf0	MCM3AP-AS1	0.880212850813379	-1.04	76.64	73.37	MCM3AP antisense RNA 1
KXTh.IKqCqiAPOOFIc	CPM	0.88033231542321	-1.05	86.96	82.8	carboxypeptidase M
cUFSOFaCP1eZ7fgIlc	HABP4	0.88033231542321	1.04	114.04	118.96	hyaluronan binding protein 4
NXyV97r7Tp8O7t.Ugc	GTPBP3	0.880486105716878	1.05	220.43	232.34	GTP binding protein 3 (mitochondrial)
NkT_qQsR29sj0vE1N4	SEC61B	0.880486105716878	1.05	2326.71	2444.21	Sec61 translocon beta subunit
Bnl1Unc1QXdUHMAcrk	SERPINH1	0.880486105716878	-1.07	1624.13	1512.62	serpin peptidase inhibitor, clade H (heat shock protein 47), member 1, (collagen binding protein 1)
KkZVf91lH0Uv3gNQXU	RREB1	0.880660008178685	-1.05	83.47	79.66	ras responsive element binding protein 1
WigjjkaLi3LHg6h8jo	KBTBD7	0.880660008178685	-1.05	89.38	84.99	kelch repeat and BTB (POZ) domain containing 7
NZetRodJdXXZaXy.FE	NA	0.880660008178685	-1.05	91.82	87.58	NA
rSkd191TydJbpNofkk	DEFB123	0.880660008178685	-1.05	106.06	101.33	defensin, beta 123
0J16oq9O7S0r3dQm1c	NA	0.880660008178685	-1.05	79.83	75.75	NA
BaBR6TSOuC4ecVr5Tc	ZC3H7A	0.880660008178685	1.05	336.84	354.57	zinc finger CCCH-type containing 7A
EonX3lPUHL99eqUv_o	HUS1	0.88081971520254	-1.05	97.36	92.39	HUS1 checkpoint clamp component
KeXp11_Kegd3Uq68Hc	C9orf114	0.88081971520254	-1.05	112.02	106.78	chromosome 9 open reading frame 114
0SZL1Se3V513HrjqcM	NA	0.88081971520254	-1.05	90.11	85.93	NA
o67lEp5CeSoP9Po5L4	PSEN2	0.88081971520254	1.06	91.56	97.19	presenilin 2
ZWK6CC6P_Wnr7sAV5o	MAP2K2	0.88081971520254	-1.06	406.72	383.79	mitogen-activated protein kinase kinase 2
TuLX0lXkSVDU3lFR_s	NA	0.88081971520254	-1.05	88.07	83.95	NA
ZQgifX8C9c.STAintc	RABL2A	0.880871669075585	1.05	79.76	83.44	RAB, member of RAS oncogene family-like 2A
fdeh7h.S6iOgu.SIHg	SUMO1P3	0.880883211101417	1.05	361.4	378.98	SUMO1 pseudogene 3 (functional)
l_S4nhuEUeR1JerhIk	LOC100132593	0.881068344248623	1.05	8151.5	8540.08	uncharacterized LOC100132593
oTnoiD0ebF8SOg4O6Q	ZNF610	0.881068344248623	1.05	84.44	88.43	zinc finger protein 610
9CFXgUUlUuEkQigCIo	NA	0.881207138507676	1.06	115.86	122.36	NA
xx3SinUU70qP2hlh5I	ACTR3B	0.881245022801975	-1.05	98.63	93.55	ARP3 actin-related protein 3 homolog B (yeast)
BgprkrXTrndXT3ee3c	EMP3	0.881245022801975	1.06	1802.38	1918.17	epithelial membrane protein 3
Bone.4oUOfCuh.vbAQ	AMD1	0.881245022801975	-1.07	578.39	542.67	adenosylmethionine decarboxylase 1
BhV3kDu0t1AiLN1VQM	GLRX5	0.881245022801975	-1.04	1196.67	1147.47	glutaredoxin 5
9hU5BFBH6XfIXeF300	NA	0.881245022801975	-1.05	76.75	73.2	NA
rXqX_eExSVSHHwPSf8	TRAPPC2L	0.881245022801975	1.05	128.7	134.77	trafficking protein particle complex 2-like
E.VQt3Osm0m2imsuGs	SHFM1	0.881245022801975	1.05	286.75	301.25	split hand/foot malformation (ectrodactyly) type 1
x6rn17rLt.Ss1vUcnE	ZNF26	0.881245022801975	-1.05	122.68	117.32	zinc finger protein 26
EphT4tct1fv7lXsorI	SUPT4H1	0.881245022801975	-1.08	282.01	261.63	SPT4 homolog, DSIF elongation factor subunit
uqc7KSvDXUfdO6_BS4	TERF2	0.881245022801975	1.05	201.37	211.85	telomeric repeat binding factor 2
Ni.qoiJCOr1_iCeP5Q	SYNJ2	0.881245022801975	-1.06	120.65	113.46	synaptojanin 2
uqubfuHmpn_TqHexfE	ACOT7	0.881403413116511	-1.05	96.35	91.46	acyl-CoA thioesterase 7
WfUky4E96tCJL06S7E	PARL	0.881403413116511	-1.05	370.23	353.03	presenilin associated, rhomboid-like
lVFdRXSspVLO89f7tQ	CHMP3	0.881403413116511	-1.06	199.02	187.19	charged multivesicular body protein 3
u6UF_U3pPgnnzgPglI	MMP12	0.881403413116511	-1.06	74.27	70.26	matrix metallopeptidase 12
ElQV2e3_eU8ev2Sn7U	NA	0.881403413116511	-1.06	78.53	74.26	NA
HuHnp3tF00B6O4VOWU	ARHGAP17	0.881403413116511	1.04	425.3	443.44	Rho GTPase activating protein 17
HMDr0a1HpZfu_eiG6o	SLC35C2	0.881403413116511	1.04	230.59	240.68	solute carrier family 35 (GDP-fucose transporter), member C2
0I7pA5eFFx7Dkgkfik	ZNF654	0.881403413116511	-1.05	82.2	78.22	zinc finger protein 654
3VfnhGP89zF_UtolXk	NA	0.881403413116511	1.05	96.41	101	NA
ouS1E7kwoU6on7P6g8	NSUN4	0.881403413116511	-1.05	184.67	176.23	NOP2/Sun domain family, member 4
uaaaOenjZJub9XDjtc	NA	0.881403413116511	-1.06	88.15	83.55	NA
6.RuuwVyHplfpuVf7s	AFAP1	0.881403413116511	-1.06	303.04	287.08	actin filament associated protein 1
fZ.XbqokaHh_nggDlI	KIF26B	0.881403413116511	-1.05	79.73	75.73	kinesin family member 26B
3WmSlSnUdVJ7gKKJ3M	NA	0.881403413116511	-1.05	234.65	224.05	NA
codf5SdghBET5CVegk	HSPA14	0.881403413116511	-1.06	317.97	300.79	heat shock 70kDa protein 14
Qf55R5Sl3leSeAfpTQ	INF2	0.881403413116511	-1.06	106.07	100.44	inverted formin, FH2 and WH2 domain containing
iXiOeIde1TSBeVFe1M	NA	0.881510125514457	1.05	67.23	70.75	NA
6pEunRF7DVJHyoIQtI	FAM175A	0.881680484646904	1.06	635.36	673.7	family with sequence similarity 175, member A
NsUul4KjEr1SQiCNQo	NA	0.881902143794431	1.05	78.26	81.9	NA
xp8U2rTSfoo.TognpE	POFUT1	0.881902143794431	-1.05	99.2	94.2	protein O-fucosyltransferase 1
EXe_L9T9I_6UpOunTk	NA	0.881902143794431	-1.05	98.17	93.7	NA
6F40IIagSRKkeonkBE	NA	0.881946202723471	-1.05	104.12	99.09	NA
Eq_2.6AspQSANceREk	MAP4K5	0.881946202723471	1.05	129.71	136.64	mitogen-activated protein kinase kinase kinase kinase 5
Tq_AVU76Up63QHXhdI	LOC100288254	0.882183791862815	-1.04	88.78	85.07	uncharacterized LOC100288254
BqC3iYt1wMd6n8n3Uk	ZC3HAV1	0.882183791862815	1.04	99.01	103.09	zinc finger CCCH-type, antiviral 1
6upfcI4JRXStSoK_54	NUDT2	0.882183791862815	1.05	270.22	283.32	nudix (nucleoside diphosphate linked moiety X)-type motif 2
ZS3QTIC1ubXrl1xAaQ	PPHLN1	0.882183791862815	-1.05	196.65	187.64	periphilin 1
oRnXe9LZArgR05pUlM	PIN1	0.882599058377638	-1.05	1465.94	1401.92	peptidylprolyl cis/trans isomerase, NIMA-interacting 1
EWW3QVdEonx6QE4ANo	CCL5	0.882599058377638	1.04	114.23	119.12	chemokine (C-C motif) ligand 5
QUp5Uj0DXh1lH.VHs4	MRI1	0.882599058377638	1.05	119.57	125.07	methylthioribose-1-phosphate isomerase 1
3SgoldHentQlu1NXis	CDK5RAP2	0.882630983389438	1.04	87.94	91.84	CDK5 regulatory subunit associated protein 2
uphFflQno.5IXrKbiM	NA	0.883027951653042	-1.04	118.01	113.24	NA
cIOImESG8pP154G.VY	FBLN5	0.883126320806954	-1.04	94.71	90.77	fibulin 5
fRd.VPS21FdQ1UCQUU	EFCAB5	0.883129631034828	1.05	77.18	81.01	EF-hand calcium binding domain 5
WS6isPg06qat9U573Y	URB1	0.883129631034828	-1.06	103.8	98.02	URB1 ribosome biogenesis 1 homolog (S. cerevisiae)
ZQjggXbuhSazdJXo64	EIF3L	0.883129631034828	1.05	1334.83	1395.36	eukaryotic translation initiation factor 3, subunit L
KyEeJZrqNVlp3mKV5g	NA	0.883129631034828	-1.05	88.3	83.91	NA
xQox.DNS5a9IdFzukU	ATP7A	0.883129631034828	1.05	65.58	68.97	ATPase, Cu++ transporting, alpha polypeptide
oxei.DEuJ3JCopnl.4	MAPK1	0.883129631034828	1.06	118.09	124.66	mitogen-activated protein kinase 1
0Gd7v1FxqNNH3aOd7k	NA	0.883129631034828	1.04	87.47	91.11	NA
6Mg4SoiL.3dv1SB3Nc	THADA	0.883129631034828	-1.05	95.45	90.73	thyroid adenoma associated
l46J5A.TpL05La0Ioo	APAF1	0.883129631034828	-1.07	181.39	170.04	apoptotic peptidase activating factor 1
f7egpDeVeiuskI9RKM	NA	0.883129631034828	-1.05	1054.39	1002.75	NA
fgKztYT8Ganm2tWh.0	IRX5	0.883129631034828	-1.04	119.34	114.42	iroquois homeobox 5
T10qR90VXU1eeGeLnM	NA	0.8831618538148	-1.04	86.87	83.15	NA
EFVdtILE4qmSI4kRJ8	SH3GL1	0.8831618538148	-1.04	228.37	219.01	SH3-domain GRB2-like 1
xSPUYNdpUrcDCkoC9U	NA	0.883166618554718	1.04	1332.44	1389.23	NA
6AJCSE1d1FZ5F5fFEo	NA	0.883255210452545	-1.05	90.25	86.05	NA
TCAF0KHml33DXRT10o	GNAT2	0.883453698758965	-1.06	76.28	71.71	guanine nucleotide binding protein (G protein), alpha transducing activity polypeptide 2
0H6ylikog2fAVuK6K8	HSCB	0.883461092573348	1.05	199.91	209.68	HscB mitochondrial iron-sulfur cluster co-chaperone
xdf1USSf39e0HICiSg	COPA	0.883461092573348	1.06	1442.89	1524.43	coatomer protein complex, subunit alpha
EMJ0BUUGNqQsBVdXZY	HOXB13	0.883461092573348	-1.05	88.45	84.24	homeobox B13
ZhJXeeSb0H7u.HhIuA	NKTR	0.883596498560565	1.07	166.51	178.74	natural killer cell triggering receptor
Q56ruKkioq_U4KB_o8	LPCAT1	0.883813549932435	1.05	243.59	256.08	lysophosphatidylcholine acyltransferase 1
Z2uVC9GOFYiB2KC_2U	BOLL	0.88408235500836	1.05	82.02	86.14	boule-like RNA-binding protein
u_hlLqI3eGHFXX5CU4	CRYBA1	0.884159802439496	1.05	83.99	88.23	crystallin, beta A1
xa8KoVExS5Qqo7QuuM	CTDSP1	0.884159802439496	1.05	256.2	268.6	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 1
iiHrXr.vV.rEhd_0uc	GTF2E1	0.884175091983755	1.06	109.89	116.24	general transcription factor IIE, polypeptide 1, alpha 56kDa
TJsl33X8UI6aftXv2U	HDLBP	0.884214484214726	-1.05	88.12	83.68	high density lipoprotein binding protein
HJ9JJ.10v6l6KIGZHk	EXOC3L1	0.884214484214726	-1.05	92.31	87.72	exocyst complex component 3-like 1
W5KEOeUil610idGwk0	C1QTNF9B	0.884214484214726	-1.05	96.56	92.18	C1q and tumor necrosis factor related protein 9B
9RDpEox5A7Ugp9_qgw	NOTCH2NL	0.884215238422997	1.05	130.24	137.03	notch 2 N-terminal like
6lG3pe7X6ktEcXd4.4	KCNK6	0.884215238422997	1.05	121.84	127.85	potassium channel, two pore domain subfamily K, member 6
xEu7FPWE8Qa6L6Su5k	RPL17P39	0.884215238422997	-1.04	5945.53	5703.06	ribosomal protein L17 pseudogene 39
NJ7096Q4.pBLmrrXYk	DUSP8	0.884215238422997	-1.04	90.69	87.02	dual specificity phosphatase 8
xJ2lH3eCip6vepezYM	PICK1	0.884215238422997	1.05	118.65	124.06	protein interacting with PRKCA 1
ogSd0MoiqlQJKyV3u4	NA	0.884215238422997	-1.05	99.85	94.79	NA
liEl6uEi4h3N0AiCFc	HACD4	0.884215238422997	-1.06	162.15	153.23	3-hydroxyacyl-CoA dehydratase 4
W5FJPUm1AIk1pBNWu0	NA	0.884215238422997	1.05	89.06	93.38	NA
Hiqp33KRynkE_hOCEI	NA	0.884215238422997	-1.05	90.61	86.1	NA
K0lN0lSkUhC6uCCUX4	PLAUR	0.884215238422997	-1.05	248.62	237.57	plasminogen activator, urokinase receptor
ce1oOUVE31P1O1XVIk	BCL3	0.884215238422997	-1.04	257.94	247.1	B-cell CLL/lymphoma 3
N3iD8AJRR71S0kzEJ0	ANKRD17	0.884215238422997	1.05	132.13	138.38	ankyrin repeat domain 17
9EAtI17n.1JAo3QoAo	NA	0.884215238422997	1.05	80.81	84.52	NA
6kDnOI5Oip5XsVSR_4	THBD	0.884215238422997	1.07	101.36	108.36	thrombomodulin
0iiIu50gfIaj_spQs4	PLS3	0.884215238422997	1.06	1024.55	1084.49	plastin 3
